rain_s,month,PRCPs1,TMAXs1,TMINs1,rain_s1,PRCPj1,SNOWj1,SNWDj1,TMAXj1,TMINj1,prec_j1,PRCPs2,TMAXs2,TMINs2,rain_s2,PRCPj2,SNOWj2,SNWDj2,TMAXj2,TMINj2,prec_j2,PRCPs3,TMAXs3,TMINs3,rain_s3,PRCPj3,SNOWj3,SNWDj3,TMAXj3,TMINj3,prec_j3
0,10,0,75,53,0,0.61,0,0,51,41,1,0,71,54,0,1.1,0,0,55,39,1,0,72,48,0,1.27,0,0,40,34,1
0,10,0,78,56,0,0.53,0,0,54,41,1,0,75,53,0,0.61,0,0,51,41,1,0,71,54,0,1.1,0,0,55,39,1
0,10,0,66,57,0,0.26,0,0,42,36,1,0,78,56,0,0.53,0,0,54,41,1,0,75,53,0,0.61,0,0,51,41,1
0,10,0,69,55,0,0.21,0,0,43,37,1,0,66,57,0,0.26,0,0,42,36,1,0,78,56,0,0.53,0,0,54,41,1
1,10,0,63,52,0,0.9,0,0,42,37,1,0,69,55,0,0.21,0,0,43,37,1,0,66,57,0,0.26,0,0,42,36,1
1,10,0.01,65,50,1,,0,0,51,38,,0,63,52,0,0.9,0,0,42,37,1,0,69,55,0,0.21,0,0,43,37,1
0,10,0.29,65,53,1,,0,0,49,41,,0.01,65,50,1,,0,0,51,38,,0,63,52,0,0.9,0,0,42,37,1
1,10,0,64,53,0,,0,0,49,42,,0.29,65,53,1,,0,0,49,41,,0.01,65,50,1,,0,0,51,38,
1,10,0.3,70,50,1,,0,0,54,40,,0,64,53,0,,0,0,49,42,,0.29,65,53,1,,0,0,49,41,
1,10,0.28,62,53,1,0.3,0,0,54,35,1,0.3,70,50,1,,0,0,54,40,,0,64,53,0,,0,0,49,42,
0,10,0.34,61,53,1,0.02,0,0,46,39,1,0.28,62,53,1,0.3,0,0,54,35,1,0.3,70,50,1,,0,0,54,40,
1,10,0,69,52,0,0.08,0,0,44,38,1,0.34,61,53,1,0.02,0,0,46,39,1,0.28,62,53,1,0.3,0,0,54,35,1
1,10,0.13,62,53,1,0.16,0,0,55,35,1,0,69,52,0,0.08,0,0,44,38,1,0.34,61,53,1,0.02,0,0,46,39,1
0,10,0.59,67,57,1,0.65,0,0,49,39,1,0.13,62,53,1,0.16,0,0,55,35,1,0,69,52,0,0.08,0,0,44,38,1
1,10,0,72,55,0,0.71,0,0,43,40,1,0.59,67,57,1,0.65,0,0,49,39,1,0.13,62,53,1,0.16,0,0,55,35,1
1,10,0.46,61,54,1,1.9,0,0,47,41,1,0,72,55,0,0.71,0,0,43,40,1,0.59,67,57,1,0.65,0,0,49,39,1
1,10,0.04,61,53,1,0.21,0,0,49,37,1,0.46,61,54,1,1.9,0,0,47,41,1,0,72,55,0,0.71,0,0,43,40,1
1,10,1.26,60,53,1,0.49,0,0,44,37,1,0.04,61,53,1,0.21,0,0,49,37,1,0.46,61,54,1,1.9,0,0,47,41,1
1,10,0.37,58,47,1,0.1,0,0,41,35,1,1.26,60,53,1,0.49,0,0,44,37,1,0.04,61,53,1,0.21,0,0,49,37,1
1,10,0.16,58,48,1,0.13,0,0,42,37,1,0.37,58,47,1,0.1,0,0,41,35,1,1.26,60,53,1,0.49,0,0,44,37,1
1,10,0.24,62,47,1,0.09,0,0,45,36,1,0.16,58,48,1,0.13,0,0,42,37,1,0.37,58,47,1,0.1,0,0,41,35,1
1,10,0.06,55,46,1,0.03,0,0,41,31,1,0.24,62,47,1,0.09,0,0,45,36,1,0.16,58,48,1,0.13,0,0,42,37,1
1,10,0.03,60,44,1,0.33,0,0,43,36,1,0.06,55,46,1,0.03,0,0,41,31,1,0.24,62,47,1,0.09,0,0,45,36,1
1,10,0.5,59,49,1,0.03,0,0,43,39,1,0.03,60,44,1,0.33,0,0,43,36,1,0.06,55,46,1,0.03,0,0,41,31,1
1,10,0.02,62,53,1,0.18,0,0,41,36,1,0.5,59,49,1,0.03,0,0,43,39,1,0.03,60,44,1,0.33,0,0,43,36,1
1,10,1,60,52,1,0.31,0,0,39,36,1,0.02,62,53,1,0.18,0,0,41,36,1,0.5,59,49,1,0.03,0,0,43,39,1
0,11,0.67,55,47,1,0.09,0,0,43,37,1,1,60,52,1,0.31,0,0,39,36,1,0.02,62,53,1,0.18,0,0,41,36,1
1,11,0,52,45,0,1.02,0,0,42,32,1,0.67,55,47,1,0.09,0,0,43,37,1,1,60,52,1,0.31,0,0,39,36,1
1,11,0.07,56,45,1,0.87,0,0,44,36,1,0,52,45,0,1.02,0,0,42,32,1,0.67,55,47,1,0.09,0,0,43,37,1
1,11,0.43,57,52,1,0.44,0,0,44,37,1,0.07,56,45,1,0.87,0,0,44,36,1,0,52,45,0,1.02,0,0,42,32,1
1,11,0.16,58,51,1,1.48,0,0,44,33,1,0.43,57,52,1,0.44,0,0,44,37,1,0.07,56,45,1,0.87,0,0,44,36,1
1,11,0.19,59,51,1,0.08,0,0,44,37,1,0.16,58,51,1,1.48,0,0,44,33,1,0.43,57,52,1,0.44,0,0,44,37,1
0,11,0.16,62,51,1,0.7,0,0,42,34,1,0.19,59,51,1,0.08,0,0,44,37,1,0.16,58,51,1,1.48,0,0,44,33,1
0,11,0,58,45,0,,0,0,38,32,,0.16,62,51,1,0.7,0,0,42,34,1,0.19,59,51,1,0.08,0,0,44,37,1
1,11,0,55,39,0,,0,0,35,31,,0,58,45,0,,0,0,38,32,,0.16,62,51,1,0.7,0,0,42,34,1
0,11,0.2,56,46,1,,0,0,37,33,,0,55,39,0,,0,0,35,31,,0,58,45,0,,0,0,38,32,
0,11,0,52,42,0,,0,0,38,30,,0.2,56,46,1,,0,0,37,33,,0,55,39,0,,0,0,35,31,
0,11,0,46,34,0,0,0,0,41,29,0,0,52,42,0,,0,0,38,30,,0.2,56,46,1,,0,0,37,33,
0,11,0,44,32,0,0,0,0,40,28,0,0,46,34,0,0,0,0,41,29,0,0,52,42,0,,0,0,38,30,
0,11,0,45,33,0,0,0,0,34,26,0,0,44,32,0,0,0,0,40,28,0,0,46,34,0,0,0,0,41,29,0
0,11,0,45,28,0,0,0,0,32,24,0,0,45,33,0,0,0,0,34,26,0,0,44,32,0,0,0,0,40,28,0
0,11,0,47,29,0,0,0,0,30,21,0,0,45,28,0,0,0,0,32,24,0,0,45,33,0,0,0,0,34,26,0
0,11,0,49,28,0,0,0,0,27,19,0,0,47,29,0,0,0,0,30,21,0,0,45,28,0,0,0,0,32,24,0
0,11,0,51,28,0,0.01,0,0,31,26,1,0,49,28,0,0,0,0,27,19,0,0,47,29,0,0,0,0,30,21,0
0,11,0,45,31,0,0.04,0,0,35,27,1,0,51,28,0,0.01,0,0,31,26,1,0,49,28,0,0,0,0,27,19,0
1,11,0,52,36,0,1.55,0,0,35,32,1,0,45,31,0,0.04,0,0,35,27,1,0,51,28,0,0.01,0,0,31,26,1
1,11,0.14,52,42,1,0.03,0,0,37,32,1,0,52,36,0,1.55,0,0,35,32,1,0,45,31,0,0.04,0,0,35,27,1
1,11,0.6,52,47,1,,,,36,33,,0.14,52,42,1,0.03,0,0,37,32,1,0,52,36,0,1.55,0,0,35,32,1
1,11,0.02,49,44,1,,,,37,32,,0.6,52,47,1,,,,36,33,,0.14,52,42,1,0.03,0,0,37,32,1
1,11,0.47,55,42,1,,,,37,34,,0.02,49,44,1,,,,37,32,,0.6,52,47,1,,,,36,33,
1,11,0.05,53,40,1,,,,38,31,,0.47,55,42,1,,,,37,34,,0.02,49,44,1,,,,37,32,
1,11,0.72,57,49,1,,,,35,31,,0.05,53,40,1,,,,38,31,,0.47,55,42,1,,,,37,34,
1,11,0.01,59,54,1,,,,38,29,,0.72,57,49,1,,,,35,31,,0.05,53,40,1,,,,38,31,
1,11,0.13,58,53,1,,,,33,23,,0.01,59,54,1,,,,38,29,,0.72,57,49,1,,,,35,31,
1,11,1.35,55,38,1,,,,24,16,,0.13,58,53,1,,,,33,23,,0.01,59,54,1,,,,38,29,
0,11,0.14,40,24,1,,,,16,8,,1.35,55,38,1,,,,24,16,,0.13,58,53,1,,,,33,23,
0,12,0,37,23,0,,,,15,10,,0.14,40,24,1,,,,16,8,,1.35,55,38,1,,,,24,16,
0,12,0,40,26,0,0,0,11,23,13,0,0,37,23,0,,,,15,10,,0.14,40,24,1,,,,16,8,
0,12,0,42,26,0,1.1,8,19,29,12,1,0,40,26,0,0,0,11,23,13,0,0,37,23,0,,,,15,10,
1,12,0,50,32,0,0.71,0,12,37,29,1,0,42,26,0,1.1,8,19,29,12,1,0,40,26,0,0,0,11,23,13,0
1,12,0.03,47,39,1,0,0,12,34,23,0,0,50,32,0,0.71,0,12,37,29,1,0,42,26,0,1.1,8,19,29,12,1
1,12,0.12,55,44,1,0,0,12,24,17,0,0.03,47,39,1,0,0,12,34,23,0,0,50,32,0,0.71,0,12,37,29,1
0,12,0.29,53,46,1,0.1,0.9,12,25,18,1,0.12,55,44,1,0,0,12,24,17,0,0.03,47,39,1,0,0,12,34,23,0
1,12,0,58,43,0,0.22,1.2,13,27,22,1,0.29,53,46,1,0.1,0.9,12,25,18,1,0.12,55,44,1,0,0,12,24,17,0
1,12,0.36,58,48,1,0.17,0.5,13,33,26,1,0,58,43,0,0.22,1.2,13,27,22,1,0.29,53,46,1,0.1,0.9,12,25,18,1
1,12,0.39,61,51,1,0.65,0,11,35,32,1,0.36,58,48,1,0.17,0.5,13,33,26,1,0,58,43,0,0.22,1.2,13,27,22,1
1,12,0.51,66,50,1,0.35,0,10,37,32,1,0.39,61,51,1,0.65,0,11,35,32,1,0.36,58,48,1,0.17,0.5,13,33,26,1
0,12,0.27,58,47,1,0.1,0,9,40,31,1,0.51,66,50,1,0.35,0,10,37,32,1,0.39,61,51,1,0.65,0,11,35,32,1
0,12,0,52,45,0,0.57,0.5,9,34,31,1,0.27,58,47,1,0.1,0,9,40,31,1,0.51,66,50,1,0.35,0,10,37,32,1
0,12,0,50,39,0,0.47,0,8,40,33,1,0,52,45,0,0.57,0.5,9,34,31,1,0.27,58,47,1,0.1,0,9,40,31,1
0,12,0,55,35,0,0.07,0,7,34,30,1,0,50,39,0,0.47,0,8,40,33,1,0,52,45,0,0.57,0.5,9,34,31,1
0,12,0,54,44,0,0.03,0.1,7,37,31,1,0,55,35,0,0.07,0,7,34,30,1,0,50,39,0,0.47,0,8,40,33,1
1,12,0,50,47,0,0.64,4.6,12,33,31,1,0,54,44,0,0.03,0.1,7,37,31,1,0,55,35,0,0.07,0,7,34,30,1
1,12,0.11,48,43,1,0.42,4.9,17,31,28,1,0,50,47,0,0.64,4.6,12,33,31,1,0,54,44,0,0.03,0.1,7,37,31,1
1,12,0.51,49,44,1,0.01,0.1,17,30,24,1,0.11,48,43,1,0.42,4.9,17,31,28,1,0,50,47,0,0.64,4.6,12,33,31,1
1,12,0.12,52,45,1,0.1,1,18,32,27,1,0.51,49,44,1,0.01,0.1,17,30,24,1,0.11,48,43,1,0.42,4.9,17,31,28,1
0,12,0.77,55,44,1,0.05,0.5,17,33,27,1,0.12,52,45,1,0.1,1,18,32,27,1,0.51,49,44,1,0.01,0.1,17,30,24,1
0,12,0,55,50,0,0.68,5.7,22,32,30,1,0.77,55,44,1,0.05,0.5,17,33,27,1,0.12,52,45,1,0.1,1,18,32,27,1
1,12,0,51,43,0,0.67,1.4,21,38,30,1,0,55,50,0,0.68,5.7,22,32,30,1,0.77,55,44,1,0.05,0.5,17,33,27,1
1,12,0.81,54,41,1,0,0,20,39,31,0,0,51,43,0,0.67,1.4,21,38,30,1,0,55,50,0,0.68,5.7,22,32,30,1
0,12,0.21,45,39,1,,,,35,23,,0.81,54,41,1,0,0,20,39,31,0,0,51,43,0,0.67,1.4,21,38,30,1
0,12,0,46,37,0,,,,29,26,,0.21,45,39,1,,,,35,23,,0.81,54,41,1,0,0,20,39,31,0
1,12,0,42,35,0,,,,36,28,,0,46,37,0,,,,29,26,,0.21,45,39,1,,,,35,23,
1,12,0.13,49,40,1,,,,35,29,,0,42,35,0,,,,36,28,,0,46,37,0,,,,29,26,
0,12,0.16,44,37,1,,,,33,22,,0.13,49,40,1,,,,35,29,,0,42,35,0,,,,36,28,
0,12,0,43,33,0,,,20,27,14,,0.16,44,37,1,,,,33,22,,0.13,49,40,1,,,,35,29,
0,12,0,38,28,0,0,0,20,30,12,0,0,43,33,0,,,20,27,14,,0.16,44,37,1,,,,33,22,
0,1,0,38,27,0,0.78,0.5,20,37,28,1,0,38,28,0,0,0,20,30,12,0,0,43,33,0,,,20,27,14,
1,1,0,42,26,0,1.68,6.4,25,35,31,1,0,38,27,0,0.78,0.5,20,37,28,1,0,38,28,0,0,0,20,30,12,0
0,1,0.06,42,32,1,0.45,1.5,25,33,18,1,0,42,26,0,1.68,6.4,25,35,31,1,0,38,27,0,0.78,0.5,20,37,28,1
1,1,0,41,35,0,0,0,25,21,14,0,0.06,42,32,1,0.45,1.5,25,33,18,1,0,42,26,0,1.68,6.4,25,35,31,1
1,1,0.4,51,38,1,0,0,24,22,17,0,0,41,35,0,0,0,25,21,14,0,0.06,42,32,1,0.45,1.5,25,33,18,1
0,1,0.32,54,49,1,0,0,24,21,18,0,0.4,51,38,1,0,0,24,22,17,0,0,41,35,0,0,0,25,21,14,0
0,1,0,54,43,0,0,0,24,23,19,0,0.32,54,49,1,0,0,24,21,18,0,0.4,51,38,1,0,0,24,22,17,0
0,1,0,46,42,0,1,7.1,31,26,23,1,0,54,43,0,0,0,24,23,19,0,0.32,54,49,1,0,0,24,21,18,0
1,1,0,46,35,0,0.06,0.1,31,30,25,1,0,46,42,0,1,7.1,31,26,23,1,0,54,43,0,0,0,24,23,19,0
1,1,0.01,50,38,1,0,0,31,30,25,0,0,46,35,0,0.06,0.1,31,30,25,1,0,46,42,0,1,7.1,31,26,23,1
1,1,0.23,46,43,1,0.07,0.2,31,28,25,1,0.01,50,38,1,0,0,31,30,25,0,0,46,35,0,0.06,0.1,31,30,25,1
0,1,0.06,49,45,1,0.06,0.8,31,30,26,1,0.23,46,43,1,0.07,0.2,31,28,25,1,0.01,50,38,1,0,0,31,30,25,0
0,1,0,52,40,0,0.86,6,36,31,28,1,0.06,49,45,1,0.06,0.8,31,30,26,1,0.23,46,43,1,0.07,0.2,31,28,25,1
0,1,0,49,37,0,1.49,2.2,32,46,29,1,0,52,40,0,0.86,6,36,31,28,1,0.06,49,45,1,0.06,0.8,31,30,26,1
1,1,0,43,33,0,0.62,0,29,41,34,1,0,49,37,0,1.49,2.2,32,46,29,1,0,52,40,0,0.86,6,36,31,28,1
0,1,0.38,46,34,1,0.96,0,27,35,33,1,0,43,33,0,0.62,0,29,41,34,1,0,49,37,0,1.49,2.2,32,46,29,1
1,1,0,53,42,0,0.88,0,22,44,33,1,0.38,46,34,1,0.96,0,27,35,33,1,0,43,33,0,0.62,0,29,41,34,1
1,1,1.03,56,38,1,1.29,0,20,38,33,1,0,53,42,0,0.88,0,22,44,33,1,0.38,46,34,1,0.96,0,27,35,33,1
1,1,0.84,57,45,1,0.25,0,18,35,32,1,1.03,56,38,1,1.29,0,20,38,33,1,0,53,42,0,0.88,0,22,44,33,1
0,1,0.02,50,43,1,1.53,3.2,20,34,31,1,0.84,57,45,1,0.25,0,18,35,32,1,1.03,56,38,1,1.29,0,20,38,33,1
0,1,0,50,38,0,0.79,0,19,36,31,1,0.02,50,43,1,1.53,3.2,20,34,31,1,0.84,57,45,1,0.25,0,18,35,32,1
1,1,0,45,31,0,3.28,0,15,44,33,1,0,50,38,0,0.79,0,19,36,31,1,0.02,50,43,1,1.53,3.2,20,34,31,1
1,1,0.03,49,43,1,0.84,0,9,48,34,1,0,45,31,0,3.28,0,15,44,33,1,0,50,38,0,0.79,0,19,36,31,1
1,1,0.23,54,47,1,0.72,0,5,47,36,1,0.03,49,43,1,0.84,0,9,48,34,1,0,45,31,0,3.28,0,15,44,33,1
0,1,0.02,58,52,1,0.78,0,2,45,36,1,0.23,54,47,1,0.72,0,5,47,36,1,0.03,49,43,1,0.84,0,9,48,34,1
0,1,0,63,45,0,1.42,0,0,43,32,1,0.02,58,52,1,0.78,0,2,45,36,1,0.23,54,47,1,0.72,0,5,47,36,1
1,1,0,61,43,0,0.07,0,0,39,31,1,0,63,45,0,1.42,0,0,43,32,1,0.02,58,52,1,0.78,0,2,45,36,1
0,1,0.03,52,47,1,0,0,0,32,24,0,0,61,43,0,0.07,0,0,39,31,1,0,63,45,0,1.42,0,0,43,32,1
0,1,0,54,41,0,0.54,6.3,6,29,22,1,0.03,52,47,1,0,0,0,32,24,0,0,61,43,0,0.07,0,0,39,31,1
0,1,0,54,38,0,0.79,5.1,11,26,22,1,0,54,41,0,0.54,6.3,6,29,22,1,0.03,52,47,1,0,0,0,32,24,0
0,1,0,47,34,0,0.23,1,12,32,25,1,0,54,38,0,0.79,5.1,11,26,22,1,0,54,41,0,0.54,6.3,6,29,22,1
1,2,0,45,38,0,0,0,,32,21,0,0,47,34,0,0.23,1,12,32,25,1,0,54,38,0,0.79,5.1,11,26,22,1
1,2,0.06,49,40,1,0,0,,30,23,0,0,45,38,0,0,0,,32,21,0,0,47,34,0,0.23,1,12,32,25,1
1,2,0.29,52,41,1,0,0,10,27,19,0,0.06,49,40,1,0,0,,30,23,0,0,45,38,0,0,0,,32,21,0
1,2,0.05,50,42,1,0,0,10,22,10,0,0.29,52,41,1,0,0,10,27,19,0,0.06,49,40,1,0,0,,30,23,0
1,2,0.33,51,40,1,,,,20,13,,0.05,50,42,1,0,0,10,22,10,0,0.29,52,41,1,0,0,10,27,19,0
1,2,1.03,56,47,1,,,,23,12,,0.33,51,40,1,,,,20,13,,0.05,50,42,1,0,0,10,22,10,0
1,2,0.68,58,50,1,,,,16,4,,1.03,56,47,1,,,,23,12,,0.33,51,40,1,,,,20,13,
1,2,0.93,54,49,1,,,,7,3,,0.68,58,50,1,,,,16,4,,1.03,56,47,1,,,,23,12,
1,2,0.14,59,47,1,,,,8,4,,0.93,54,49,1,,,,7,3,,0.68,58,50,1,,,,16,4,
1,2,0.24,56,47,1,,7.9,14,18,8,,0.14,59,47,1,,,,8,4,,0.93,54,49,1,,,,7,3,
0,2,0.01,55,47,1,0,0,14,20,8,0,0.24,56,47,1,,7.9,14,18,8,,0.14,59,47,1,,,,8,4,
1,2,0,55,42,0,1.18,10.8,24,22,16,1,0.01,55,47,1,0,0,14,20,8,0,0.24,56,47,1,,7.9,14,18,8,
0,2,0.04,62,49,1,0.43,0.6,22,31,21,1,0,55,42,0,1.18,10.8,24,22,16,1,0.01,55,47,1,0,0,14,20,8,0
1,2,0,60,44,0,0.95,0,17,38,30,1,0.04,62,49,1,0.43,0.6,22,31,21,1,0,55,42,0,1.18,10.8,24,22,16,1
0,2,0.01,58,44,1,0.03,0,11,44,37,1,0,60,44,0,0.95,0,17,38,30,1,0.04,62,49,1,0.43,0.6,22,31,21,1
0,2,0,54,39,0,0.2,0,9,43,35,1,0.01,58,44,1,0.03,0,11,44,37,1,0,60,44,0,0.95,0,17,38,30,1
0,2,0,59,42,0,0,0,8,38,31,0,0,54,39,0,0.2,0,9,43,35,1,0.01,58,44,1,0.03,0,11,44,37,1
0,2,0,61,40,0,0.75,0,7,41,33,1,0,59,42,0,0,0,8,38,31,0,0,54,39,0,0.2,0,9,43,35,1
1,2,0,54,40,0,0.04,0,6,37,32,1,0,61,40,0,0.75,0,7,41,33,1,0,59,42,0,0,0,8,38,31,0
1,2,0.18,51,47,1,0.34,0,6,37,34,1,0,54,40,0,0.04,0,6,37,32,1,0,61,40,0,0.75,0,7,41,33,1
0,2,0.03,52,45,1,0.05,0,5,42,32,1,0.18,51,47,1,0.34,0,6,37,34,1,0,54,40,0,0.04,0,6,37,32,1
0,2,0,54,42,0,0,0,5,37,29,0,0.03,52,45,1,0.05,0,5,42,32,1,0.18,51,47,1,0.34,0,6,37,34,1
0,2,0,53,38,0,1.05,0,4,39,34,1,0,54,42,0,0,0,5,37,29,0,0.03,52,45,1,0.05,0,5,42,32,1
0,2,0,55,33,0,1.35,0,3,41,37,1,0,53,38,0,1.05,0,4,39,34,1,0,54,42,0,0,0,5,37,29,0
1,2,0,52,36,0,0.24,0,2,42,36,1,0,55,33,0,1.35,0,3,41,37,1,0,53,38,0,1.05,0,4,39,34,1
1,2,0.16,50,44,1,0,0,1,40,32,0,0,52,36,0,0.24,0,2,42,36,1,0,55,33,0,1.35,0,3,41,37,1
1,2,0.37,53,46,1,0,0,0,49,32,0,0.16,50,44,1,0,0,1,40,32,0,0,52,36,0,0.24,0,2,42,36,1
0,2,0.72,50,44,1,0,0,0,41,29,0,0.37,53,46,1,0,0,0,49,32,0,0.16,50,44,1,0,0,1,40,32,0
0,3,0,54,38,0,0,0,0,39,27,0,0.72,50,44,1,0,0,0,41,29,0,0.37,53,46,1,0,0,0,49,32,0
0,3,0,52,34,0,0,0,0,42,30,0,0,54,38,0,0,0,0,39,27,0,0.72,50,44,1,0,0,0,41,29,0
0,3,0,52,40,0,0,0,0,45,27,0,0,52,34,0,0,0,0,42,30,0,0,54,38,0,0,0,0,39,27,0
0,3,0,51,32,0,0,0,0,39,28,0,0,52,40,0,0,0,0,45,27,0,0,52,34,0,0,0,0,42,30,0
0,3,0,55,31,0,0.38,0,0,39,33,1,0,51,32,0,0,0,0,39,28,0,0,52,40,0,0,0,0,45,27,0
0,3,0,56,37,0,0.87,1.8,2,36,31,1,0,55,31,0,0.38,0,0,39,33,1,0,51,32,0,0,0,0,39,28,0
0,3,0,59,38,0,0.16,0,0,44,33,1,0,56,37,0,0.87,1.8,2,36,31,1,0,55,31,0,0.38,0,0,39,33,1
0,3,0,62,39,0,0.22,0,0,41,38,1,0,59,38,0,0.16,0,0,44,33,1,0,56,37,0,0.87,1.8,2,36,31,1
0,3,0,63,39,0,1.54,0,0,45,37,1,0,62,39,0,0.22,0,0,41,38,1,0,59,38,0,0.16,0,0,44,33,1
1,3,0,58,40,0,0.03,0,0,38,33,1,0,63,39,0,1.54,0,0,45,37,1,0,62,39,0,0.22,0,0,41,38,1
1,3,0.03,56,41,1,0.15,0.3,0,36,30,1,0,58,40,0,0.03,0,0,38,33,1,0,63,39,0,1.54,0,0,45,37,1
0,3,0.1,58,48,1,,,,33,23,,0.03,56,41,1,0.15,0.3,0,36,30,1,0,58,40,0,0.03,0,0,38,33,1
1,3,0,64,49,0,,,,44,,,0.1,58,48,1,,,,33,23,,0.03,56,41,1,0.15,0.3,0,36,30,1
1,3,0.08,63,46,1,,0,0,46,34,,0,64,49,0,,,,44,,,0.1,58,48,1,,,,33,23,
1,3,0.67,57,49,1,0.09,0.5,0,37,23,1,0.08,63,46,1,,0,0,46,34,,0,64,49,0,,,,44,,
1,3,2.2,51,43,1,0.05,0,0,37,28,1,0.67,57,49,1,0.09,0.5,0,37,23,1,0.08,63,46,1,,0,0,46,34,
1,3,0.04,57,43,1,0,0,0,39,24,0,2.2,51,43,1,0.05,0,0,37,28,1,0.67,57,49,1,0.09,0.5,0,37,23,1
0,3,0.03,56,40,1,0,0,0,39,26,0,0.04,57,43,1,0,0,0,39,24,0,2.2,51,43,1,0.05,0,0,37,28,1
0,3,0,60,45,0,0.15,0,0,40,31,1,0.03,56,40,1,0,0,0,39,26,0,0.04,57,43,1,0,0,0,39,24,0
1,3,0,60,47,0,0.17,0,0,45,34,1,0,60,45,0,0.15,0,0,40,31,1,0.03,56,40,1,0,0,0,39,26,0
1,3,0.16,57,48,1,0,0,0,45,31,0,0,60,47,0,0.17,0,0,45,34,1,0,60,45,0,0.15,0,0,40,31,1
1,3,0.15,56,47,1,0.33,0,0,43,34,1,0.16,57,48,1,0,0,0,45,31,0,0,60,47,0,0.17,0,0,45,34,1
1,3,0.04,53,43,1,0.33,0,0,44,32,1,0.15,56,47,1,0.33,0,0,43,34,1,0.16,57,48,1,0,0,0,45,31,0
1,3,0.32,52,42,1,0,0,0,45,28,0,0.04,53,43,1,0.33,0,0,44,32,1,0.15,56,47,1,0.33,0,0,43,34,1
1,3,0.3,55,43,1,0,0,0,43,27,0,0.32,52,42,1,0,0,0,45,28,0,0.04,53,43,1,0.33,0,0,44,32,1
0,3,0.2,58,45,1,,0,0,53,29,,0.3,55,43,1,0,0,0,43,27,0,0.32,52,42,1,0,0,0,45,28,0
1,3,0,69,50,0,,0,0,44,35,,0.2,58,45,1,,0,0,53,29,,0.3,55,43,1,0,0,0,43,27,0
0,3,0.04,65,48,1,,0,0,43,37,,0,69,50,0,,0,0,44,35,,0.2,58,45,1,,0,0,53,29,
0,3,0,60,49,0,0.03,0,0,41,33,1,0.04,65,48,1,,0,0,43,37,,0,69,50,0,,0,0,44,35,
1,3,0,60,48,0,0.62,0,0,40,34,1,0,60,49,0,0.03,0,0,41,33,1,0.04,65,48,1,,0,0,43,37,
1,3,0.07,64,51,1,0.24,0,0,51,32,1,0,60,48,0,0.62,0,0,40,34,1,0,60,49,0,0.03,0,0,41,33,1
1,4,0.04,55,43,1,0.66,0,0,49,35,1,0.07,64,51,1,0.24,0,0,51,32,1,0,60,48,0,0.62,0,0,40,34,1
0,4,0.2,55,42,1,0.7,0,0,41,35,1,0.04,55,43,1,0.66,0,0,49,35,1,0.07,64,51,1,0.24,0,0,51,32,1
1,4,0,56,42,0,0.18,0,0,43,34,1,0.2,55,42,1,0.7,0,0,41,35,1,0.04,55,43,1,0.66,0,0,49,35,1
0,4,0.06,52,41,1,0,0,0,43,33,0,0,56,42,0,0.18,0,0,43,34,1,0.2,55,42,1,0.7,0,0,41,35,1
0,4,0,55,39,0,0.02,0,0,48,34,1,0.06,52,41,1,0,0,0,43,33,0,0,56,42,0,0.18,0,0,43,34,1
1,4,0,62,37,0,0,0,0,47,29,0,0,55,39,0,0.02,0,0,48,34,1,0.06,52,41,1,0,0,0,43,33,0
1,4,0.04,57,44,1,0,0,0,47,33,0,0,62,37,0,0,0,0,47,29,0,0,55,39,0,0.02,0,0,48,34,1
0,4,0.02,58,44,1,0.01,0,0,47,39,1,0.04,57,44,1,0,0,0,47,33,0,0,62,37,0,0,0,0,47,29,0
0,4,0,63,43,0,0.79,0,0,44,38,1,0.02,58,44,1,0.01,0,0,47,39,1,0.04,57,44,1,0,0,0,47,33,0
1,4,0,63,43,0,0.31,0,0,47,39,1,0,63,43,0,0.79,0,0,44,38,1,0.02,58,44,1,0.01,0,0,47,39,1
0,4,0.43,57,46,1,0.57,0,0,46,34,1,0,63,43,0,0.31,0,0,47,39,1,0,63,43,0,0.79,0,0,44,38,1
0,4,0,53,42,0,0.21,0,0,39,32,1,0.43,57,46,1,0.57,0,0,46,34,1,0,63,43,0,0.31,0,0,47,39,1
1,4,0,56,42,0,0.29,0,0,42,35,1,0,53,42,0,0.21,0,0,39,32,1,0.43,57,46,1,0.57,0,0,46,34,1
1,4,0.55,53,39,1,0.01,0,0,43,30,1,0,56,42,0,0.29,0,0,42,35,1,0,53,42,0,0.21,0,0,39,32,1
0,4,0.13,53,37,1,0.09,0,0,46,35,1,0.55,53,39,1,0.01,0,0,43,30,1,0,56,42,0,0.29,0,0,42,35,1
0,4,0,57,38,0,0.43,0.6,0,43,31,1,0.13,53,37,1,0.09,0,0,46,35,1,0.55,53,39,1,0.01,0,0,43,30,1
0,4,0,64,39,0,0.31,0,0,46,38,1,0,57,38,0,0.43,0.6,0,43,31,1,0.13,53,37,1,0.09,0,0,46,35,1
0,4,0,66,43,0,0.44,0,0,43,35,1,0,64,39,0,0.31,0,0,46,38,1,0,57,38,0,0.43,0.6,0,43,31,1
0,4,0,66,47,0,0.49,0,0,41,35,1,0,66,43,0,0.44,0,0,43,35,1,0,64,39,0,0.31,0,0,46,38,1
0,4,0,70,47,0,1,0,0,39,35,1,0,66,47,0,0.49,0,0,41,35,1,0,66,43,0,0.44,0,0,43,35,1
